date_utc,price_usd,high_usd,low_usd,source
2024-11-01,1.000400,1.001500,1.000100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-02,1.000200,1.000500,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-03,1.000400,1.000400,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-04,1.000600,1.001100,1.000300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-05,1.000100,1.000700,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-06,0.999100,1.000100,0.998000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-07,0.999300,0.999700,0.998000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-08,0.999300,0.999400,0.998500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-09,0.999500,0.999600,0.999200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-10,0.999100,0.999700,0.998600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-11,0.998700,0.999400,0.997500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-12,0.999000,0.999600,0.997800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-13,0.998600,0.999100,0.997300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-14,1.000000,1.000200,0.998600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-15,0.999700,1.000200,0.999200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-16,0.999500,0.999800,0.999300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-17,0.999800,1.000200,0.999300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-18,0.999300,1.000100,0.998700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-19,0.998700,0.999600,0.998200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-20,0.999200,0.999400,0.998200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-21,0.998800,1.000000,0.998700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-22,0.998900,0.999500,0.998500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-23,0.999100,0.999100,0.997100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-24,0.999000,0.999700,0.998500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-25,1.000100,1.000400,0.998600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-26,1.000400,1.000700,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-27,0.998900,1.000500,0.998300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-28,0.999900,1.000000,0.998800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-29,0.999600,1.000000,0.998600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-11-30,0.999500,0.999700,0.999400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-01,0.999300,0.999900,0.999100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-02,0.999700,1.000000,0.999100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-03,0.999200,1.000500,0.999100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-04,0.998400,0.999700,0.997400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-05,0.998800,0.999800,0.997100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-06,0.998300,0.999700,0.997800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-07,0.999000,0.999200,0.998200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-08,0.999200,0.999600,0.998900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-09,0.999500,1.000800,0.999100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-10,0.999300,1.000000,0.999200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-11,0.999300,0.999900,0.998700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-12,0.999800,0.999900,0.999100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-13,0.999800,1.000200,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-14,1.000200,1.000200,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-15,1.000200,1.000600,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-16,0.999700,1.000700,0.999400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-17,0.999900,1.000300,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-18,1.000400,1.001100,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-19,1.000800,1.002200,1.000300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-20,1.000500,1.001900,1.000100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-21,1.000600,1.000800,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-22,1.001000,1.001300,1.000400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-23,1.001200,1.001600,1.000700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-24,1.000700,1.001700,1.000400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-25,1.000900,1.001200,1.000600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-26,1.001100,1.001400,1.000600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-27,1.001500,1.002100,1.001000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-28,1.001900,1.002000,1.001400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-29,1.001800,1.002300,1.001400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-30,1.001800,1.003100,1.000800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2024-12-31,1.001900,1.002000,1.001100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-01,1.002100,1.002700,1.001700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-02,1.000900,1.002200,1.000700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-03,1.000500,1.001100,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-04,1.000100,1.000500,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-05,1.000100,1.000400,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-06,0.999500,1.000500,0.999200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-07,1.000100,1.000800,0.999400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-08,1.000200,1.000500,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-09,1.000100,1.000800,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-10,1.000200,1.000400,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-11,1.000400,1.001000,1.000100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-12,1.000400,1.000800,1.000300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-13,1.000300,1.001500,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-14,1.000300,1.000700,1.000100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-15,0.999800,1.000600,0.999600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-16,1.000100,1.000400,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-17,0.999600,1.000300,0.999100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-18,1.001100,1.001300,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-19,1.001400,1.002100,1.000800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-20,1.001200,1.001900,1.000800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-21,0.999900,1.001500,0.999600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-22,1.000500,1.000500,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-23,0.999800,1.000800,0.999400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-24,1.000000,1.000300,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-25,1.000200,1.000300,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-26,1.000400,1.000400,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-27,1.000100,1.000800,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-28,1.000600,1.000800,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-29,1.000000,1.000600,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-30,1.000000,1.000200,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-01-31,1.000300,1.000600,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-01,1.000200,1.000600,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-02,1.000200,1.001000,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-03,0.999000,1.000700,0.997900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-04,0.999700,0.999900,0.998700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-05,1.000000,1.000000,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-06,1.000000,1.000000,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-07,0.999800,1.000000,0.999300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-08,0.999900,1.000200,0.999600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-09,0.999900,1.000000,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-10,0.999900,1.000000,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-11,1.000100,1.000200,0.999600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-12,0.999800,1.000300,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-13,0.999900,1.000000,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-14,0.999900,0.999900,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-15,0.999800,1.000000,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-16,0.999900,1.000000,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-17,0.999900,1.000000,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-18,1.000400,1.000600,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-19,1.000000,1.000500,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-20,0.999700,1.000200,0.999400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-21,1.000400,1.000800,0.999600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-22,0.999900,1.000500,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-23,1.000000,1.000000,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-24,1.000100,1.000400,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-25,1.001300,1.001600,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-26,1.001400,1.002600,1.000400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-27,1.000700,1.001500,1.000400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-02-28,1.000300,1.001300,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-01,1.000400,1.000500,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-02,0.999900,1.000500,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-03,1.000600,1.000900,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-04,1.000200,1.000800,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-05,1.000100,1.000300,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-06,0.999900,1.000100,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-07,1.000200,1.000300,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-08,1.000100,1.000300,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-09,1.000200,1.000200,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-10,1.000400,1.000700,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-11,1.000200,1.000600,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-12,1.000200,1.000300,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-13,1.000400,1.000600,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-14,0.999900,1.000400,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-15,1.000000,1.000100,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-16,1.000000,1.000100,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-17,1.000000,1.000200,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-18,1.000200,1.000200,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-19,0.999700,1.000200,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-20,1.000500,1.000800,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-21,1.000400,1.000700,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-22,1.000200,1.000500,1.000100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-23,1.000000,1.000300,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-24,0.999900,1.000100,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-25,0.999800,1.000000,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-26,0.999900,1.000000,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-27,1.000300,1.000400,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-28,1.000400,1.000900,1.000100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-29,1.000400,1.000500,1.000300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-30,1.000100,1.000400,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-03-31,1.000100,1.000300,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-01,1.000000,1.000300,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-02,1.000200,1.000300,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-03,1.000400,1.000500,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-04,1.000400,1.000500,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-05,1.000400,1.000400,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-06,1.000700,1.001100,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-07,1.000400,1.001200,1.000300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-08,1.000800,1.001200,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-09,1.000200,1.000900,1.000100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-10,1.000700,1.000800,1.000200,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-11,1.000400,1.000800,1.000300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-12,1.000100,1.000500,1.000100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-13,1.000300,1.000400,1.000100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-14,1.000000,1.000400,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-15,1.000000,1.000200,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-16,1.000100,1.000100,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-17,1.000100,1.000500,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-18,1.000100,1.000200,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-19,1.000100,1.000200,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-20,1.000000,1.000200,0.999900,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-21,1.000000,1.000200,0.999600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-22,0.999600,1.000100,0.999100,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-23,0.999500,0.999900,0.999300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-24,0.999500,1.000000,0.999400,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-25,0.999300,0.999700,0.999000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-26,0.999700,0.999700,0.999300,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-27,0.999600,0.999800,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-28,0.999800,0.999800,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-29,0.999700,0.999800,0.999600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-04-30,1.000000,1.000100,0.999600,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-05-01,0.999700,1.000000,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-05-02,0.999600,0.999800,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-05-03,0.999800,0.999800,0.999500,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-05-04,0.999900,1.000000,0.999700,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-05-05,1.000200,1.000200,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-05-06,1.000100,1.000300,1.000000,binance.com/api/v3/klines USDCUSDT 1d ohlc
2025-05-07,0.999900,1.000200,0.999800,binance.com/api/v3/klines USDCUSDT 1d ohlc
